timestamp_utc,timestamp_epoch,temp_f,temp_c,device_id
2/7/2021 0:07,      1612656460,   70.2,   21.2, 2.75309E+15
2/7/2021 0:04,      1612656283,   69.8,   21  , 2.75309E+15
2/7/2021 0:07,      1612656470,   64  ,   17.8, 2.70718E+15
2/7/2021 0:00,      1612656020,   69.8,   21  , 2.75309E+15
2/7/2021 0:04,      1612656278,   63.7,   17.6, 2.70718E+15
2/7/2021 0:04,      1612656264,   62.8,   17.1, 2.58228E+15
2/7/2021 0:04,      1612656275,   63.7,   17.6, 2.70718E+15
2/7/2021 0:07,      1612656445,   70.2,   21.2, 2.75309E+15
2/7/2021 0:01,      1612656111,   63.3,   17.4, 2.70718E+15
2/7/2021 0:01,      1612656064,   62.2,   16.8, 2.58228E+15
2/7/2021 0:02,      1612656121,   63.3,   17.4, 2.70718E+15
2/7/2021 0:07,      1612656464,   70.2,   21.2, 2.75309E+15
2/7/2021 0:00,      1612656037,   63.1,   17.3, 2.70718E+15
2/7/2021 0:01,      1612656064,   69.8,   21  , 2.75309E+15
2/7/2021 0:00,      1612656059,   63.1,   17.3, 2.70718E+15
2/7/2021 0:07,      1612656452,   63  ,   17.2, 2.58228E+15
2/7/2021 0:02,      1612656133,   69.8,   21  , 2.75309E+15
2/7/2021 0:05,      1612656343,   63.7,   17.6, 2.70718E+15
2/7/2021 0:03,      1612656228,   62.6,   17  , 2.58228E+15
2/7/2021 0:07,      1612656434,   63  ,   17.2, 2.58228E+15
2/7/2021 0:03,      1612656197,   69.8,   21  , 2.75309E+15
2/7/2021 0:02,      1612656167,   69.6,   20.9, 2.75309E+15
2/7/2021 0:06,      1612656375,   70.2,   21.2, 2.75309E+15
2/7/2021 0:00,      1612656030,   69.8,   21  , 2.75309E+15
2/7/2021 0:00,      1612656023,   63.1,   17.3, 2.70718E+15
2/7/2021 0:03,      1612656196,   63.3,   17.4, 2.70718E+15
2/7/2021 0:02,      1612656167,   62.4,   16.9, 2.58228E+15
2/7/2021 0:04,      1612656280,   70  ,   21.1, 2.75309E+15
2/7/2021 0:00,      1612656001,   63  ,   17.2, 2.70718E+15
2/7/2021 0:05,      1612656307,   62.8,   17.1, 2.58228E+15
2/7/2021 0:02,      1612656178,   69.6,   20.9, 2.75309E+15
2/7/2021 0:04,      1612656249,   62.6,   17  , 2.58228E+15
2/7/2021 0:03,      1612656190,   62.4,   16.9, 2.58228E+15
